sale_id,customer_id,store_id,payment_mode,sale_date
265,8573,10,Card,2024-08-05
266,3083,3,Wallet,2024-12-24
267,8008,5,Wallet,2025-01-18
268,9785,3,Wallet,2025-03-21
269,4262,9,Wallet,2024-08-24
270,2390,7,UPI,2024-06-04
271,3554,5,Cash,2024-12-15
272,5139,5,Cash,2025-01-24
273,9400,1,Wallet,2024-07-05
274,545,9,Wallet,2024-10-31
275,3664,2,Cash,2024-09-20
276,2240,7,Wallet,2024-06-16
277,3774,7,Wallet,2024-08-11
278,2628,2,UPI,2024-08-21
279,6619,8,Wallet,2025-01-19
280,6781,8,Cash,2024-10-14
281,8016,9,Wallet,2025-03-11
282,3131,2,Cash,2024-10-03
283,97,1,Cash,2024-12-14
284,3859,9,Wallet,2025-01-09
285,2709,3,UPI,2025-03-24
286,5398,10,UPI,2025-01-02
287,6153,2,UPI,2024-08-11
288,457,10,Wallet,2024-12-11
289,5915,2,Card,2025-04-16
290,4369,2,Cash,2024-09-22
291,4089,8,UPI,2024-09-08
292,9224,3,Wallet,2025-02-20
293,8400,1,Card,2025-02-11
294,1938,8,Card,2025-02-13
295,1147,2,Card,2025-04-24
296,5153,6,Wallet,2025-01-13
297,4300,8,Wallet,2024-12-08
298,8119,10,UPI,2025-03-19
299,8635,9,Cash,2025-01-01
300,7760,1,Card,2024-06-11
301,7954,9,Cash,2024-07-26
302,4785,8,Wallet,2024-11-02
303,9025,6,UPI,2025-05-19
304,1462,5,Card,2025-01-07
305,1160,6,UPI,2024-09-11
306,387,2,Card,2024-09-22
307,7193,3,UPI,2024-07-27
308,9911,9,UPI,2024-05-28
309,4776,3,Wallet,2025-01-28
310,3410,10,UPI,2025-02-09
311,690,7,Card,2025-01-20
312,7029,4,Wallet,2024-10-24
313,7263,9,Card,2025-05-16
314,5665,4,Wallet,2025-04-18
315,6767,10,Wallet,2025-02-06
316,9362,10,Card,2025-01-30
317,953,6,Wallet,2025-04-24
318,6143,2,UPI,2024-05-31
319,5968,7,Wallet,2024-06-13
320,7206,3,Cash,2024-11-09
321,2485,1,UPI,2024-06-02
322,1855,7,Cash,2024-12-01
323,3232,5,Cash,2024-06-10
324,2598,7,Card,2024-09-11
325,7830,1,Wallet,2024-08-22
326,8187,5,UPI,2025-04-17
327,3984,2,Card,2024-08-30
328,6964,1,Cash,2024-07-02
329,6685,6,Wallet,2024-09-11
330,657,5,UPI,2024-12-07
331,7744,4,Card,2024-11-08
332,6840,1,Cash,2024-06-29
333,9989,5,Wallet,2025-01-25
334,6313,7,Wallet,2025-01-30
335,7939,1,Wallet,2024-09-08
336,9955,4,UPI,2024-11-11
337,6177,6,Cash,2024-07-06
338,3286,8,Cash,2025-01-27
339,9778,7,UPI,2025-03-22
340,5560,7,Cash,2024-10-15
341,3564,8,Cash,2024-10-03
342,4585,7,Card,2024-05-23
343,4818,4,Card,2024-09-04
344,5042,6,Card,2024-08-19
345,6183,2,UPI,2024-11-07
346,8027,8,UPI,2024-10-27
347,3245,3,Card,2024-09-26
348,1041,4,UPI,2025-05-16
349,2274,2,Cash,2024-08-13
350,3630,9,Card,2025-01-19
351,2115,2,Cash,2024-09-11
352,7365,6,Card,2024-07-14
353,1678,3,Card,2024-12-30
354,3095,6,Wallet,2024-07-12
355,9191,4,Card,2024-11-25
356,5874,8,Card,2024-12-15
357,2285,3,Card,2025-01-01
358,5053,8,Cash,2024-05-22
359,7063,3,Cash,2025-03-16
360,1590,5,Wallet,2024-12-25
361,9354,2,Wallet,2024-10-09
362,2521,6,Card,2024-08-17
363,4649,7,Wallet,2025-04-10
364,5730,8,Card,2024-11-14
365,695,4,UPI,2024-10-08
366,7808,9,Cash,2024-08-23
367,3684,2,Card,2024-07-17
368,6705,8,Card,2025-05-01
369,7369,6,Cash,2025-05-02
370,1972,4,UPI,2024-05-21
371,9696,2,UPI,2024-07-26
372,8056,4,Wallet,2024-09-27
373,4219,3,Card,2024-05-27
374,1869,4,Wallet,2024-08-13
375,1672,4,Card,2025-03-01
376,9275,7,Card,2025-02-03
377,1729,1,Cash,2024-11-24
378,7633,9,Card,2025-01-28
379,6404,5,UPI,2025-01-18
380,6093,3,Wallet,2025-04-29
381,2143,7,Wallet,2024-11-04
382,9341,7,Cash,2024-08-27
383,6185,8,Wallet,2024-10-13
384,6011,10,Card,2025-01-19
385,254,4,Card,2024-10-11
386,4103,9,Card,2025-04-15
387,3543,2,Card,2024-09-21
388,2776,6,Card,2025-01-14
389,7679,3,Wallet,2025-03-04
390,6213,8,Card,2025-03-16
391,4638,8,UPI,2024-12-27
392,6035,6,Card,2025-01-04
393,8458,4,Wallet,2025-02-19
394,6477,8,Card,2025-03-15
395,3149,6,Card,2024-08-10
396,3360,9,UPI,2024-05-27
397,1005,7,Cash,2024-09-08
398,4718,9,Cash,2025-01-09
399,3272,8,UPI,2024-12-03
400,210,4,Wallet,2024-10-30
401,9080,6,UPI,2024-11-23
402,5540,7,Card,2024-11-13
403,154,4,UPI,2024-06-29
404,3594,4,Cash,2024-10-23
405,8607,10,UPI,2024-08-21
406,1285,3,Wallet,2025-03-27
407,3149,10,Cash,2024-08-17
408,769,6,UPI,2025-01-06
409,9175,2,Wallet,2024-09-26
410,5608,4,Wallet,2024-07-19
411,3203,8,UPI,2024-10-14
412,2788,3,UPI,2024-11-15
413,2211,8,UPI,2024-09-16
414,9231,7,Card,2024-06-23
415,7400,7,Cash,2025-04-12
416,6339,9,Cash,2024-08-03
417,8734,4,UPI,2025-03-07
418,359,8,Wallet,2024-06-03
419,850,2,Cash,2024-06-03
420,7499,3,Wallet,2024-08-16
421,4523,4,Wallet,2024-10-02
422,2545,9,Card,2024-07-28
423,1832,1,Cash,2024-07-24
424,1473,7,UPI,2024-10-27
425,9629,2,Wallet,2025-05-12
426,330,5,Cash,2024-12-12
427,5852,1,Cash,2025-01-17
428,7033,6,Wallet,2025-01-25
429,5267,3,Cash,2025-04-24
430,4355,6,Card,2024-07-07
431,6436,8,Card,2024-07-12
432,7979,8,Cash,2025-02-10
433,4239,4,Card,2024-08-06
434,6113,7,Cash,2024-11-17
435,4723,6,Wallet,2024-07-12
436,1389,2,Cash,2025-02-24
437,4186,6,Card,2024-09-09
438,8912,2,Cash,2025-05-15
439,3236,4,Wallet,2025-01-26
440,4577,5,UPI,2024-05-26
441,1101,9,Cash,2025-01-09
442,8865,3,UPI,2024-09-29
443,8709,5,Card,2025-02-16
444,2533,2,Cash,2025-03-02
445,7771,3,Cash,2024-10-10
446,3671,5,UPI,2025-03-30
447,782,7,Wallet,2024-09-23
448,3524,6,Card,2024-06-22
449,6132,2,Cash,2025-03-18
450,4783,9,Wallet,2024-08-29
451,9782,8,UPI,2025-05-12
452,4996,9,Cash,2024-12-23
453,1502,9,UPI,2024-11-15
454,3081,5,Wallet,2025-01-08
455,9269,7,Cash,2024-10-05
456,9293,7,UPI,2024-11-13
457,503,10,Card,2024-11-04
458,9532,9,Card,2024-06-14
459,3886,9,UPI,2024-10-05
460,8010,6,Cash,2024-08-14
461,624,3,Card,2024-05-23
462,1051,8,Cash,2025-03-07
463,7386,1,Card,2025-01-29
464,6082,10,UPI,2024-10-18
465,5485,4,Card,2025-03-30
466,3773,10,Card,2024-12-27
467,3917,2,Cash,2024-09-11
468,4019,5,Wallet,2025-05-12
469,1330,7,UPI,2024-05-23
470,4115,1,Card,2025-03-01
471,3368,4,Wallet,2025-03-17
472,8096,3,UPI,2024-11-28
473,5142,4,Cash,2024-12-25
474,3952,6,Cash,2024-11-13
475,5085,10,Card,2024-06-30
476,1574,6,Card,2024-08-06
477,2635,1,Card,2024-08-22
478,2769,3,UPI,2024-09-20
479,5303,1,Cash,2025-02-05
480,6251,1,Cash,2024-09-14
481,1212,1,Wallet,2024-10-25
482,8968,3,Card,2024-07-13
483,5956,2,Cash,2024-07-02
484,1161,4,Card,2024-08-08
485,5978,7,UPI,2024-07-05
486,7042,2,UPI,2024-10-03
487,2384,2,Card,2024-10-01
488,5877,7,Wallet,2024-07-05
489,3541,9,Wallet,2024-08-31
490,4636,3,Cash,2024-08-25
491,1096,10,Cash,2024-07-03
492,5902,8,Wallet,2024-11-29
493,8216,6,Card,2025-05-10
494,1080,6,Cash,2025-04-18
495,8371,3,Cash,2024-06-08
496,2848,10,UPI,2025-01-07
497,1961,9,Card,2025-01-21
498,1474,9,UPI,2025-05-19
499,4889,4,UPI,2024-10-14
500,4980,10,Cash,2024-10-16
501,1213,6,Wallet,2024-07-10
502,5698,5,Card,2024-07-22
503,9002,4,Card,2025-01-06
504,420,2,Card,2025-04-17
505,3660,4,Cash,2024-09-15
506,5284,7,Card,2024-10-26
507,9471,3,UPI,2025-01-05
508,9633,3,Card,2024-07-09
509,1341,3,Cash,2025-01-29
510,5138,9,UPI,2025-04-08
511,5190,1,Wallet,2024-11-18
512,1362,5,Wallet,2024-09-06
513,592,9,UPI,2025-01-22
514,527,7,Card,2025-01-21
515,7856,1,UPI,2024-07-17
516,1293,4,Card,2024-06-16
517,1655,6,UPI,2024-09-07
518,188,5,UPI,2024-11-17
519,2759,2,Wallet,2024-08-05
520,8721,1,Wallet,2025-05-03
521,8626,4,Cash,2025-03-23
522,6432,10,Cash,2024-07-02
523,6038,5,UPI,2024-10-28
524,9997,4,Card,2024-08-08
525,8495,3,Wallet,2024-05-30
526,4183,10,Cash,2025-02-17
527,6974,8,UPI,2024-09-12
528,438,6,Cash,2025-04-28
529,833,3,Card,2025-02-15
530,8989,6,Wallet,2025-01-30
531,8752,10,Cash,2024-06-24
532,8954,8,Card,2024-09-08
533,5795,7,Cash,2024-08-22
534,3575,1,Wallet,2024-10-13
535,3786,6,Card,2025-04-29
536,5221,1,UPI,2025-03-06
537,7751,4,UPI,2024-09-06
538,6819,10,Card,2024-12-18
539,685,3,Card,2025-04-08
540,4234,7,Card,2024-10-05
541,578,2,Card,2024-08-17
542,8008,4,Wallet,2025-03-07
543,228,5,UPI,2024-09-03
544,2329,2,UPI,2024-05-31
545,2732,9,UPI,2025-04-08
546,9020,2,Card,2024-11-17
547,431,6,UPI,2024-05-29
548,9256,8,Cash,2024-10-08
549,1710,7,UPI,2025-04-27
550,5783,6,Cash,2025-04-18
551,1235,8,UPI,2024-08-18
552,8494,5,UPI,2025-03-09
553,5206,10,UPI,2025-02-18
554,1421,9,Card,2025-01-17
555,769,2,Card,2024-06-03
556,6035,6,Wallet,2024-10-01
557,9597,10,Wallet,2024-07-01
558,8636,7,UPI,2024-10-27
559,3105,9,Wallet,2024-06-04
560,4356,5,Cash,2025-01-23
561,3306,6,UPI,2024-08-12
562,1539,9,Wallet,2024-12-13
563,1332,10,Cash,2025-04-28
564,8169,6,Card,2024-09-09
565,6940,1,Cash,2024-12-02
566,8262,4,Cash,2024-11-27
567,5559,4,Wallet,2025-04-26
568,5945,3,Card,2025-03-23
569,7127,8,Cash,2024-07-23
570,481,6,UPI,2025-02-23
571,5264,7,UPI,2025-05-18
572,4095,9,Card,2025-02-05
573,6168,8,Cash,2024-10-24
574,2794,3,Card,2024-10-15
575,2893,4,Cash,2025-01-17
576,1199,1,Card,2024-07-24
577,8012,4,UPI,2025-05-09
578,2373,9,Cash,2024-10-26
579,1893,5,UPI,2024-12-08
580,5791,3,Wallet,2024-11-23
581,1884,2,Card,2024-09-06
582,5468,6,Wallet,2024-10-10
583,798,4,Wallet,2025-02-23
584,8210,6,UPI,2024-12-26
585,8236,3,Card,2025-05-12
586,155,3,UPI,2025-01-09
587,4963,1,Card,2024-10-06
588,4081,9,Card,2024-08-14
589,8051,7,UPI,2024-05-21
590,5948,9,UPI,2024-08-31
591,9618,1,Cash,2024-07-14
592,4321,8,Cash,2024-06-17
593,1893,2,UPI,2024-07-19
594,9090,3,Card,2025-01-15
595,3425,1,Card,2024-12-19
596,9451,7,Cash,2025-05-07
597,2016,5,Wallet,2024-10-20
598,6674,3,UPI,2025-01-30
599,6033,4,Wallet,2024-09-03
600,4834,10,Card,2024-08-30
601,9895,6,Wallet,2025-02-23
602,9066,6,UPI,2024-08-05
603,566,2,Card,2025-04-29
604,7413,7,Wallet,2025-01-02
605,2019,2,Wallet,2025-04-27
606,2315,9,UPI,2025-05-10
607,4413,2,Card,2024-09-11
608,3884,5,Cash,2024-10-01
609,8217,8,Wallet,2024-09-22
610,6740,8,Wallet,2025-03-09
611,9330,4,Cash,2024-09-19
612,7903,7,Wallet,2025-03-11
613,1190,8,Cash,2024-09-08
614,7157,8,Cash,2024-10-20
615,7343,5,Wallet,2025-01-01
616,6885,10,Card,2024-10-25
617,3158,2,Wallet,2024-08-16
618,5521,2,Cash,2024-10-18
619,1742,5,UPI,2024-11-13
620,3689,4,Card,2024-11-10
621,7486,4,UPI,2024-11-21
622,5370,3,Card,2025-03-26
623,5645,9,UPI,2024-09-17
624,9090,8,Cash,2024-09-10
625,4024,4,UPI,2025-05-13
626,717,7,Card,2025-04-04
627,3968,8,Card,2025-05-10
628,7424,6,Card,2024-11-27
629,6451,2,Card,2024-10-16
630,3216,8,UPI,2024-12-12
631,7826,3,UPI,2025-03-11
632,391,4,Wallet,2025-04-13
633,9892,4,Wallet,2024-09-15
634,3038,7,Wallet,2024-07-31
635,233,8,Wallet,2024-10-22
636,3132,9,Wallet,2025-01-06
637,7635,1,UPI,2024-09-24
638,234,1,Wallet,2024-09-15
639,1392,7,UPI,2025-04-29
640,9448,4,Card,2024-10-19
641,890,10,Wallet,2024-12-29
642,7903,8,UPI,2025-04-11
643,746,5,UPI,2024-10-04
644,9912,1,Card,2024-11-13
645,428,2,Card,2024-06-30
646,732,10,Cash,2024-09-04
647,800,3,Card,2024-08-31
648,6508,2,Card,2025-01-20
649,7026,9,UPI,2024-06-13
650,9028,7,UPI,2025-01-05
651,7625,2,Cash,2024-07-03
652,8327,7,UPI,2024-12-08
653,5384,10,Wallet,2025-05-15
654,6208,1,Wallet,2024-10-25
655,2539,5,Card,2024-08-12
656,3719,5,Cash,2024-05-25
657,8233,9,UPI,2025-03-22
658,3368,4,Cash,2024-09-22
659,5009,4,Card,2025-05-08
660,5230,6,UPI,2024-08-09
661,7389,2,Cash,2024-06-12
662,2416,10,Card,2024-06-22
663,7172,6,Cash,2025-04-28
664,2950,7,Card,2024-08-22
665,4262,4,Card,2025-02-07
666,5146,10,Wallet,2024-10-19
667,3467,9,UPI,2025-03-11
668,3089,5,Cash,2025-02-06
669,1116,3,Card,2025-02-04
670,4579,9,Card,2024-10-07
671,2591,1,Cash,2024-12-18
672,7373,8,UPI,2025-02-27
673,3574,1,Card,2024-08-09
674,2979,10,UPI,2024-06-18
675,9423,8,Wallet,2025-03-12
676,7314,5,Wallet,2025-04-05
677,7023,7,Wallet,2024-07-13
678,4976,8,Wallet,2025-04-14
679,4926,1,Wallet,2024-06-13
680,8048,1,UPI,2024-07-29
681,8091,7,Card,2024-10-02
682,8052,1,Card,2024-06-17
683,5293,4,Wallet,2025-03-13
684,6646,6,Wallet,2024-12-18
685,5404,2,Wallet,2024-06-01
686,3431,10,Cash,2024-05-27
687,1996,5,Cash,2024-09-29
688,6031,10,Wallet,2024-06-01
689,3892,10,Cash,2025-02-03
690,7146,10,UPI,2024-08-17
691,8499,6,Wallet,2025-04-25
692,9555,5,Cash,2024-08-26
693,2103,10,Card,2024-10-09
694,3031,8,Wallet,2025-03-31
695,8525,4,Cash,2024-08-20
696,8108,8,UPI,2024-09-06
697,243,3,Cash,2024-12-13
698,1885,7,Cash,2024-08-17
699,8016,5,UPI,2024-07-14
700,9625,5,Wallet,2025-03-02
701,6748,6,Cash,2025-04-07
702,8495,5,UPI,2024-06-29
703,4331,1,Cash,2025-05-16
704,7864,9,Wallet,2024-12-02
705,3110,4,Wallet,2024-09-05
706,2187,5,Card,2025-01-21
707,1551,1,UPI,2024-10-20
708,9985,3,Wallet,2025-03-30
709,647,3,UPI,2024-07-15
710,6145,8,Wallet,2025-04-05
711,4657,8,UPI,2024-12-12
712,8905,9,Wallet,2025-01-19
713,538,10,Card,2024-12-04
714,6573,7,Wallet,2024-07-19
715,235,6,UPI,2024-09-15
716,9697,8,Cash,2024-10-31
717,6540,3,Wallet,2025-05-16
718,1375,10,UPI,2024-10-20
719,1910,10,UPI,2025-02-04
720,9108,10,Cash,2024-11-26
721,7219,8,Card,2025-01-30
722,81,3,Card,2025-04-24
723,2084,2,Cash,2024-12-15
724,1691,9,UPI,2024-10-23
725,757,1,Cash,2024-07-23
726,2671,10,UPI,2025-04-06
727,3752,10,Wallet,2024-08-08
728,8660,2,Cash,2024-09-09
729,5262,7,Card,2025-04-17
730,6853,1,Card,2024-11-27
731,1495,5,Card,2024-07-11
732,5741,9,UPI,2025-01-30
733,9212,9,UPI,2025-03-04
734,8056,4,UPI,2025-01-13
735,902,10,Card,2024-11-24
736,673,2,Cash,2024-12-09
737,8631,9,Cash,2025-01-27
738,445,4,UPI,2024-06-25
739,9158,3,Cash,2024-08-19
740,8656,3,UPI,2025-01-16
741,2199,7,Wallet,2024-05-26
742,2288,2,Wallet,2024-08-24
743,4009,5,Wallet,2025-01-20
744,9105,2,Cash,2025-04-25
745,497,7,Card,2025-04-19
746,1464,7,Cash,2024-07-09
747,6829,3,UPI,2024-06-20
748,4254,3,Cash,2025-01-21
749,494,8,Wallet,2024-11-07
750,5066,7,UPI,2024-08-19
751,5431,4,Wallet,2025-04-28
752,1427,2,Cash,2025-01-11
753,9885,3,Wallet,2024-11-16
754,1794,3,Cash,2024-08-19
755,2724,5,Cash,2025-03-22
756,659,7,UPI,2024-06-28
757,4762,4,Cash,2024-10-27
758,7631,1,Cash,2024-10-21
759,8742,3,Card,2025-01-25
760,8835,3,Cash,2024-09-20
761,4351,1,Cash,2024-09-20
762,208,8,Wallet,2024-09-13
763,4191,4,Cash,2024-10-08
764,1884,5,Card,2024-08-15
765,2887,3,UPI,2024-08-24
766,478,4,Card,2025-02-16
767,8954,1,Card,2024-09-18
768,8382,4,UPI,2024-12-15
769,6855,2,Card,2025-05-19
770,756,10,UPI,2024-12-23
771,9639,6,Card,2024-06-07
772,4932,2,UPI,2024-07-13
773,9856,9,Wallet,2025-02-22
774,5725,2,Cash,2024-07-07
775,4151,4,Wallet,2024-05-28
776,4061,4,Card,2024-07-09
777,4766,1,UPI,2024-09-24
778,3613,7,Cash,2025-02-15
779,6554,1,UPI,2024-08-30
780,7379,8,Card,2024-11-13
