sale_item_id,sale_id,product_id,quantity,unit_price
119,38,79,2,974
120,38,17,4,1322
121,38,9,1,1837
122,39,65,4,514
123,39,24,2,542
124,39,68,4,975
125,39,79,1,974
126,40,33,4,658
127,40,48,3,1156
128,41,98,1,1194
129,41,30,4,1154
130,41,16,4,1595
131,42,90,4,1994
132,42,8,1,1243
133,42,62,4,1496
134,42,4,4,1493
135,42,2,3,1658
136,43,30,2,1154
137,43,83,3,1784
138,43,42,3,709
139,44,10,1,320
140,44,53,3,1466
141,44,90,4,1994
142,44,87,2,1612
143,45,50,4,1156
144,45,3,1,1059
145,46,97,1,400
146,47,88,2,764
147,47,21,1,1884
148,48,25,2,1714
149,48,3,4,1059
150,49,21,4,1884
151,49,55,2,1727
152,49,65,1,514
153,49,37,1,946
154,50,77,1,1650
155,50,6,2,1294
156,50,26,3,1636
157,50,44,2,1698
158,51,52,2,1789
159,52,93,1,600
160,52,79,3,974
161,52,44,2,1698
162,52,94,3,928
163,52,68,3,975
164,53,81,1,404
165,54,68,2,975
166,54,93,2,600
167,54,72,1,1562
168,54,95,1,1778
169,55,32,4,1383
170,55,82,3,1303
171,55,49,4,885
172,56,25,3,1714
173,56,96,4,360
174,57,62,2,1496
175,57,55,2,1727
176,57,95,1,1778
177,57,52,1,1789
178,58,27,4,1004
179,58,61,4,365
180,58,2,3,1658
181,58,31,4,475
182,59,30,3,1154
183,59,65,1,514
184,59,85,2,1224
185,60,87,3,1612
186,60,58,3,845
187,60,4,3,1493
188,61,33,2,658
189,61,21,3,1884
190,61,72,4,1562
191,62,23,3,968
192,62,13,2,529
193,62,7,1,1923
194,63,100,4,1014
195,63,37,3,946
196,63,88,2,764
197,64,16,4,1595
198,65,69,1,1568
199,66,48,2,1156
200,66,92,3,901
201,66,29,4,1414
202,66,74,4,1589
203,67,2,3,1658
204,67,4,2,1493
205,67,97,4,400
206,67,91,1,1699
207,68,66,3,212
208,68,31,3,475
209,68,78,3,707
210,68,53,2,1466
211,68,97,2,400
212,69,83,4,1784
213,69,2,2,1658
214,69,94,3,928
215,69,47,4,388
216,69,28,1,584
217,70,64,4,799
218,70,65,1,514
219,70,6,3,1294
220,70,33,3,658
221,71,45,2,898
222,71,17,3,1322
223,71,75,2,1154
224,72,75,1,1154
225,72,14,4,1681
226,72,37,3,946
227,73,74,2,1589
228,73,23,1,968
229,73,13,1,529
230,74,67,4,440
231,74,62,3,1496
232,74,50,4,1156
233,75,71,3,1096
234,76,50,3,1156
235,77,9,4,1837
236,77,34,4,1536
237,77,14,3,1681
238,77,85,1,1224
239,78,42,4,709
240,79,25,3,1714
241,79,17,4,1322
242,79,53,2,1466
243,79,23,1,968
244,80,99,4,468
245,80,44,4,1698
246,81,30,4,1154
247,81,43,4,1904
248,81,62,4,1496
249,82,28,2,584
250,82,55,2,1727
251,82,100,1,1014
252,82,4,1,1493
253,83,36,4,451
254,83,42,1,709
255,84,36,3,451
256,84,62,3,1496
257,84,79,1,974
258,85,87,2,1612
259,85,45,2,898
260,85,9,4,1837
261,85,77,4,1650
262,85,53,2,1466
263,86,76,2,1677
264,86,81,4,404
265,86,8,1,1243
266,86,66,1,212
267,86,19,3,1886
268,87,54,1,1030
269,87,2,3,1658
270,87,22,4,1531
271,87,26,2,1636
272,87,29,2,1414
273,88,24,4,542
274,88,17,3,1322
275,88,35,1,220
276,88,25,1,1714
277,89,18,4,1070
278,89,45,1,898
279,89,74,3,1589
280,89,50,1,1156
281,90,35,4,220
282,91,60,1,1039
283,91,16,3,1595
284,91,50,2,1156
285,91,26,1,1636
286,92,52,4,1789
287,92,19,1,1886
288,92,84,1,1610
289,92,95,1,1778
290,92,60,2,1039
291,93,30,3,1154
292,93,88,1,764
293,93,92,2,901
294,93,36,4,451
295,93,99,1,468
296,94,29,4,1414
297,94,43,3,1904
298,94,85,2,1224
299,94,72,3,1562
300,94,94,3,928
301,95,99,3,468
302,96,38,3,1055
303,96,21,3,1884
304,96,1,2,1325
305,96,39,4,1783
306,96,79,4,974
307,97,86,3,1220
308,97,44,2,1698
309,97,56,4,1353
310,97,58,4,845
311,98,67,2,440
312,98,10,2,320
313,98,40,3,673
314,98,44,1,1698
315,98,83,2,1784
316,99,63,2,586
317,99,27,2,1004
318,100,85,1,1224
319,100,39,3,1783
320,100,7,3,1923
321,100,67,3,440
322,101,74,3,1589
323,101,8,2,1243
324,101,99,4,468
325,101,19,2,1886
326,101,4,3,1493
327,102,75,3,1154
328,102,14,4,1681
329,102,74,4,1589
330,102,17,3,1322
331,102,12,3,1437
332,103,97,2,400
333,103,21,1,1884
334,103,73,3,290
335,103,56,2,1353
336,103,11,4,665
337,104,5,1,1329
338,105,7,3,1923
339,105,49,2,885
340,105,21,1,1884
341,105,37,2,946
342,105,55,2,1727
343,106,52,3,1789
344,106,20,2,329
345,106,33,4,658
346,107,20,4,329
347,107,79,4,974
348,107,93,3,600
349,107,5,3,1329
350,108,54,4,1030
351,108,83,4,1784
352,108,82,1,1303
353,109,57,4,1707
354,109,7,1,1923
355,110,7,3,1923
356,111,62,2,1496
357,111,100,2,1014
358,111,46,3,1174
359,112,72,4,1562
360,112,33,1,658
361,112,89,1,1328
362,112,27,4,1004
363,113,87,3,1612
364,114,80,4,233
365,114,14,1,1681
366,114,89,4,1328
367,114,9,3,1837
368,115,98,1,1194
369,115,12,4,1437
370,115,47,2,388
371,115,71,2,1096
372,115,76,2,1677
373,116,67,4,440
374,116,35,1,220
375,116,8,3,1243
376,116,65,4,514
377,117,45,4,898
378,118,98,1,1194
379,118,14,1,1681
380,119,34,4,1536
381,120,74,3,1589
382,121,56,3,1353
383,122,67,1,440
384,122,44,2,1698
385,122,76,4,1677
386,122,5,1,1329
387,123,54,1,1030
388,123,9,1,1837
389,123,39,2,1783
390,123,55,4,1727
391,123,27,3,1004
392,124,28,2,584
393,124,61,4,365
394,125,18,3,1070
395,125,31,4,475
396,125,15,1,286
397,125,93,1,600
398,126,51,1,761
399,126,88,3,764
400,127,91,2,1699
401,127,90,4,1994
402,127,21,4,1884
403,127,80,2,233
404,128,50,1,1156
405,128,18,1,1070
406,129,38,1,1055
407,129,19,3,1886
408,130,64,4,799
409,130,56,2,1353
410,130,30,1,1154
411,130,4,1,1493
412,130,19,1,1886
413,131,16,4,1595
414,131,76,3,1677
415,132,47,1,388
416,132,76,2,1677
417,133,65,4,514
418,133,24,2,542
419,133,87,4,1612
420,134,58,2,845
421,134,68,3,975
422,134,67,3,440
423,135,16,1,1595
424,135,78,2,707
425,135,67,2,440
426,135,64,1,799
427,135,69,4,1568
428,136,26,2,1636
429,136,98,2,1194
430,137,80,4,233
431,137,24,3,542
432,138,12,4,1437
433,138,100,1,1014
434,138,27,3,1004
435,139,37,3,946
436,139,4,4,1493
437,139,43,3,1904
438,140,25,1,1714
439,140,24,2,542
440,140,38,4,1055
441,141,6,3,1294
442,141,62,1,1496
443,141,5,3,1329
444,141,21,1,1884
445,141,93,1,600
446,142,13,4,529
447,142,61,4,365
448,142,71,3,1096
449,142,59,2,219
450,143,2,3,1658
451,143,1,3,1325
452,143,36,3,451
453,143,100,4,1014
454,144,37,4,946
455,144,18,2,1070
456,144,64,4,799
457,144,48,2,1156
458,144,30,2,1154
459,145,89,4,1328
460,145,74,2,1589
461,145,45,3,898
462,145,26,3,1636
463,146,73,1,290
464,146,61,2,365
465,146,93,2,600
466,147,76,2,1677
467,147,41,4,1281
468,147,10,2,320
469,147,38,1,1055
470,148,75,1,1154
471,149,45,3,898
472,149,92,2,901
473,150,96,4,360
474,150,7,1,1923
475,150,18,3,1070
476,151,65,4,514
477,151,91,1,1699
478,152,85,2,1224
479,152,34,4,1536
480,152,5,3,1329
481,152,10,4,320
482,153,72,4,1562
483,153,17,4,1322
484,153,55,2,1727
485,153,29,3,1414
486,154,9,2,1837
487,154,1,1,1325
488,154,43,1,1904
489,154,93,3,600
490,155,100,3,1014
491,155,63,1,586
492,155,78,3,707
493,156,95,3,1778
494,157,43,3,1904
495,158,2,3,1658
496,158,53,4,1466
497,158,98,2,1194
498,158,8,4,1243
499,158,32,1,1383
500,159,10,1,320
501,159,3,1,1059
502,159,85,1,1224
503,159,47,4,388
504,160,80,3,233
505,161,57,1,1707
506,161,20,4,329
507,162,96,3,360
508,162,34,4,1536
509,162,1,4,1325
510,162,72,3,1562
511,163,10,1,320
512,163,88,3,764
513,164,42,4,709
514,164,96,3,360
515,164,9,2,1837
516,165,89,2,1328
517,165,83,2,1784
518,166,60,4,1039
519,166,1,3,1325
520,166,6,1,1294
521,166,76,4,1677
522,167,18,4,1070
523,167,99,3,468
524,167,71,4,1096
525,167,88,1,764
526,167,91,4,1699
527,168,82,2,1303
528,168,100,1,1014
529,169,44,4,1698
530,169,89,1,1328
531,169,45,4,898
532,169,61,3,365
533,170,33,1,658
534,170,13,2,529
535,170,96,2,360
536,170,26,2,1636
537,170,1,1,1325
538,171,38,4,1055
539,171,52,4,1789
540,171,23,4,968
541,171,3,2,1059
542,172,65,3,514
543,172,31,1,475
544,172,54,1,1030
545,172,100,2,1014
546,172,11,2,665
547,173,52,1,1789
548,173,26,2,1636
549,173,93,4,600
550,173,97,3,400
551,173,66,2,212
552,174,7,2,1923
553,174,30,2,1154
554,174,10,4,320
555,174,45,3,898
556,174,14,1,1681
557,175,60,2,1039
558,175,23,3,968
559,175,75,4,1154
560,175,83,2,1784
561,176,30,2,1154
562,176,54,2,1030
563,176,68,1,975
564,176,14,3,1681
565,177,20,2,329
566,177,42,4,709
567,178,6,1,1294
568,179,70,1,763
569,180,32,4,1383
570,180,3,2,1059
571,181,68,2,975
572,181,72,2,1562
573,181,85,1,1224
574,181,8,2,1243
575,181,10,3,320
576,182,96,4,360
577,182,100,3,1014
578,183,13,1,529
579,183,8,1,1243
580,184,82,1,1303
581,184,35,3,220
582,184,43,1,1904
583,184,23,1,968
584,185,74,4,1589
585,185,11,1,665
586,185,9,3,1837
587,185,78,1,707
588,185,81,3,404
589,186,11,1,665
590,187,3,3,1059
591,187,86,1,1220
592,187,90,2,1994
593,188,93,1,600
594,188,44,1,1698
595,189,22,4,1531
596,190,8,4,1243
597,190,67,4,440
598,190,24,1,542
599,191,73,4,290
600,191,8,2,1243
601,192,2,3,1658
602,192,57,2,1707
603,192,79,4,974
604,192,76,1,1677
605,192,13,1,529
606,193,36,3,451
607,194,39,1,1783
608,195,49,1,885
609,195,91,4,1699
610,195,69,3,1568
611,196,9,2,1837
612,196,6,3,1294
613,196,73,2,290
614,196,45,3,898
615,197,9,4,1837
616,197,21,2,1884
617,197,60,3,1039
618,197,43,4,1904
619,197,30,1,1154
620,198,24,2,542
621,198,98,3,1194
622,198,30,4,1154
623,199,2,1,1658
624,199,100,4,1014
625,199,98,2,1194
626,200,94,4,928
627,200,54,3,1030
628,200,25,1,1714
629,201,68,1,975
630,201,43,1,1904
631,201,65,3,514
632,202,58,4,845
633,202,61,1,365
634,202,11,4,665
635,203,47,2,388
636,203,61,4,365
637,203,55,1,1727
638,203,56,1,1353
639,204,14,1,1681
640,204,5,2,1329
641,204,37,1,946
642,204,23,4,968
643,205,91,3,1699
644,205,94,2,928
645,206,50,3,1156
646,206,68,4,975
647,206,19,1,1886
648,206,65,1,514
649,206,9,4,1837
650,207,50,1,1156
651,207,15,3,286
652,207,55,2,1727
653,207,78,3,707
654,207,1,4,1325
655,208,41,4,1281
656,208,8,3,1243
657,208,96,1,360
658,209,39,3,1783
659,209,40,3,673
660,209,31,4,475
661,210,22,2,1531
662,210,52,3,1789
663,210,23,1,968
664,210,54,1,1030
665,210,99,2,468
666,211,30,3,1154
667,211,25,1,1714
668,211,36,3,451
669,211,90,3,1994
670,211,79,2,974
671,212,95,4,1778
672,212,80,1,233
673,212,21,2,1884
674,212,60,3,1039
675,212,61,4,365
676,213,51,1,761
677,214,11,2,665
678,215,15,2,286
679,216,65,4,514
680,216,57,4,1707
681,216,9,2,1837
682,216,70,2,763
683,217,74,1,1589
684,218,61,3,365
685,218,19,1,1886
686,218,41,1,1281
687,218,71,1,1096
688,219,24,3,542
689,219,82,4,1303
690,219,43,4,1904
691,219,4,4,1493
692,220,43,1,1904
693,221,67,3,440
694,221,73,3,290
695,221,4,2,1493
696,221,24,4,542
697,222,59,3,219
698,222,82,1,1303
699,223,85,1,1224
700,223,2,2,1658
701,223,34,3,1536
702,223,15,1,286
703,224,87,4,1612
704,224,100,2,1014
705,224,14,2,1681
706,224,64,4,799
707,225,82,1,1303
708,225,57,3,1707
709,225,98,2,1194
710,225,30,2,1154
711,225,5,1,1329
712,226,87,2,1612
713,227,16,3,1595
714,227,68,4,975
715,227,55,1,1727
716,228,68,3,975
717,228,48,1,1156
718,228,95,2,1778
719,229,11,4,665
720,229,32,3,1383
721,230,63,4,586
722,230,16,3,1595
723,230,45,1,898
724,231,61,3,365
725,231,13,1,529
726,232,62,3,1496
727,233,66,2,212
728,233,29,1,1414
729,233,20,1,329
730,233,56,2,1353
731,233,69,1,1568
732,234,92,3,901
733,234,14,2,1681
734,235,23,4,968
735,235,7,4,1923
736,235,62,3,1496
737,235,85,4,1224
738,236,87,4,1612
739,236,60,4,1039
740,236,14,2,1681
741,237,3,4,1059
742,237,4,2,1493
743,237,56,4,1353
744,238,66,3,212
745,238,58,2,845
746,238,92,2,901
747,239,81,3,404
748,240,15,1,286
749,241,11,3,665
750,241,64,4,799
751,241,66,1,212
752,241,26,1,1636
753,241,30,2,1154
754,242,55,4,1727
755,242,93,3,600
756,242,15,1,286
757,242,62,2,1496
758,243,49,4,885
759,243,3,1,1059
760,243,54,2,1030
761,243,9,3,1837
762,244,89,3,1328
763,244,8,3,1243
764,244,58,2,845
765,245,15,4,286
766,245,86,3,1220
767,245,62,1,1496
768,245,69,2,1568
769,245,21,3,1884
770,246,40,1,673
771,246,27,2,1004
772,246,36,3,451
773,247,76,1,1677
774,247,77,4,1650
775,247,11,4,665
776,248,63,3,586
777,249,49,3,885
778,249,94,4,928
779,249,88,1,764
780,249,32,2,1383
781,250,9,2,1837
782,250,69,2,1568
783,250,55,1,1727
784,250,98,1,1194
785,250,67,4,440
786,251,71,4,1096
787,251,94,3,928
788,252,30,1,1154
789,252,57,1,1707
790,252,1,2,1325
791,253,77,4,1650
792,253,75,2,1154
793,253,23,2,968
794,253,68,3,975
795,254,57,2,1707
796,254,53,3,1466
797,254,12,4,1437
798,254,79,4,974
799,254,100,4,1014
800,255,13,2,529
801,256,3,4,1059
802,257,34,2,1536
803,257,47,1,388
804,258,41,4,1281
805,259,70,2,763
806,260,43,1,1904
807,260,18,1,1070
808,260,24,4,542
809,260,59,3,219
810,261,55,3,1727
811,261,56,3,1353
812,261,46,1,1174
813,261,54,3,1030
814,262,82,1,1303
815,262,92,1,901
816,263,57,4,1707
817,263,35,2,220
818,264,39,1,1783
819,264,47,2,388
820,264,54,1,1030
821,264,64,2,799
822,265,78,4,707
823,265,71,4,1096
824,265,94,3,928
825,266,42,3,709
826,267,96,2,360
827,267,86,1,1220
828,267,18,1,1070
829,267,16,2,1595
830,268,49,1,885
831,268,68,2,975
832,268,31,2,475
833,268,76,4,1677
834,268,90,4,1994
835,269,93,4,600
836,269,23,1,968
837,269,100,1,1014
838,269,3,2,1059
839,270,4,2,1493
840,270,83,2,1784
841,270,92,4,901
842,271,67,3,440
843,271,97,2,400
844,271,76,4,1677
845,271,37,2,946
846,272,61,4,365
847,272,62,2,1496
848,272,36,2,451
849,272,38,3,1055
850,273,58,3,845
851,273,15,3,286
852,273,74,3,1589
853,274,98,2,1194
854,274,56,4,1353
855,274,70,4,763
856,274,33,1,658
857,274,61,3,365
858,275,94,2,928
859,276,12,1,1437
860,276,62,4,1496
861,276,64,3,799
862,276,15,3,286
863,276,63,3,586
864,277,83,2,1784
865,277,72,4,1562
866,278,23,4,968
867,278,35,1,220
868,279,40,2,673
869,280,88,3,764
870,280,85,4,1224
871,280,48,1,1156
872,280,42,2,709
873,280,93,1,600
874,281,57,2,1707
875,282,50,1,1156
876,283,6,2,1294
877,283,49,2,885
878,283,72,4,1562
879,283,24,4,542
880,283,35,4,220
881,284,41,2,1281
882,284,26,1,1636
883,284,17,4,1322
884,284,80,3,233
885,285,74,3,1589
886,285,7,1,1923
887,285,47,3,388
888,285,65,2,514
889,285,68,3,975
890,286,38,1,1055
891,286,88,1,764
892,286,99,2,468
893,286,15,3,286
894,287,58,4,845
895,287,6,1,1294
896,287,90,4,1994
897,287,3,2,1059
898,288,34,1,1536
899,288,63,4,586
900,288,31,2,475
901,288,66,4,212
902,288,10,1,320
903,289,22,1,1531
904,289,10,2,320
905,289,72,2,1562
906,289,48,4,1156
907,290,52,2,1789
908,291,6,4,1294
909,291,44,3,1698
910,291,37,3,946
911,292,3,2,1059
912,292,97,3,400
913,292,15,1,286
914,292,61,1,365
915,292,45,1,898
916,293,47,2,388
917,293,4,3,1493
918,293,38,4,1055
919,293,76,1,1677
920,294,12,4,1437
921,294,20,1,329
922,294,61,1,365
923,295,31,4,475
924,295,25,2,1714
925,295,67,2,440
926,296,22,1,1531
927,296,77,1,1650
928,296,16,4,1595
929,296,20,3,329
930,296,31,1,475
931,297,64,3,799
932,298,97,4,400
933,298,19,2,1886
934,299,94,2,928
935,299,81,4,404
936,299,33,4,658
937,299,28,1,584
938,299,22,2,1531
939,300,49,3,885
940,300,61,3,365
941,300,18,2,1070
942,301,62,2,1496
943,301,23,4,968
944,301,18,3,1070
945,302,20,2,329
946,302,65,2,514
947,302,32,3,1383
948,302,83,2,1784
949,303,81,1,404
950,303,49,2,885
951,304,18,4,1070
952,304,20,3,329
953,305,13,2,529
954,305,64,3,799
955,305,84,3,1610
956,305,46,1,1174
957,306,29,1,1414
958,306,4,1,1493
959,306,80,2,233
960,306,65,3,514
961,307,36,2,451
962,307,15,4,286
963,308,46,4,1174
964,308,78,3,707
965,309,18,2,1070
966,309,66,2,212
967,310,98,2,1194
968,311,63,1,586
969,311,99,1,468
970,311,34,2,1536
971,311,80,2,233
972,311,71,4,1096
973,312,57,3,1707
974,312,69,3,1568
975,312,48,3,1156
976,312,11,3,665
977,313,40,4,673
978,313,37,2,946
979,313,35,4,220
980,313,94,2,928
981,313,19,4,1886
982,314,25,2,1714
983,314,21,2,1884
984,314,30,4,1154
985,314,27,3,1004
986,314,33,3,658
987,315,82,3,1303
988,315,81,1,404
989,315,29,2,1414
990,315,64,2,799
991,316,14,4,1681
992,317,28,4,584
993,317,15,3,286
994,317,19,3,1886
995,318,89,4,1328
996,318,96,3,360
997,318,79,4,974
998,318,49,1,885
999,319,62,3,1496
1000,319,14,1,1681
1001,319,12,2,1437
1002,320,29,3,1414
1003,320,30,4,1154
1004,321,99,3,468
1005,321,81,3,404
1006,322,16,2,1595
1007,323,98,1,1194
1008,323,71,1,1096
1009,323,40,2,673
1010,324,11,4,665
1011,324,10,2,320
1012,324,30,2,1154
1013,325,85,2,1224
1014,326,5,4,1329
1015,326,11,2,665
1016,327,23,1,968
1017,327,17,4,1322
1018,327,81,4,404
1019,327,56,4,1353
1020,327,100,4,1014
1021,328,1,4,1325
1022,328,97,1,400
1023,329,80,4,233
1024,329,53,3,1466
1025,329,37,4,946
1026,329,70,1,763
1027,329,30,2,1154
1028,330,73,1,290
1029,330,98,1,1194
1030,330,43,2,1904
1031,330,74,3,1589
1032,330,11,2,665
1033,331,25,2,1714
1034,331,41,4,1281
1035,331,2,3,1658
1036,331,73,2,290
1037,331,32,2,1383
1038,332,93,4,600
1039,332,50,2,1156
1040,332,78,2,707
1041,332,38,1,1055
1042,332,65,1,514
1043,333,93,1,600
1044,333,97,4,400
1045,334,100,2,1014
1046,334,26,4,1636
1047,334,22,1,1531
1048,335,85,4,1224
1049,336,40,1,673
1050,336,88,3,764
1051,336,98,1,1194
1052,336,15,4,286
1053,337,90,3,1994
1054,337,100,4,1014
1055,337,86,3,1220
1056,338,19,3,1886
1057,338,25,4,1714
1058,338,80,2,233
1059,338,54,4,1030
1060,338,100,1,1014
1061,339,68,1,975
1062,340,37,4,946
1063,341,26,2,1636
1064,342,54,1,1030
1065,342,6,3,1294
1066,343,73,2,290
1067,343,11,3,665
1068,344,59,2,219
1069,344,32,2,1383
1070,344,16,1,1595
1071,344,3,2,1059
1072,344,47,1,388
1073,345,95,2,1778
1074,345,35,2,220
1075,345,21,4,1884
1076,346,56,1,1353
1077,347,3,4,1059
1078,348,96,2,360
1079,348,72,2,1562
1080,349,17,1,1322
1081,350,13,3,529
1082,351,1,4,1325
1083,352,96,4,360
1084,353,39,3,1783
1085,353,73,2,290
1086,353,62,1,1496
1087,353,87,4,1612
1088,353,4,4,1493
1089,354,55,1,1727
1090,354,86,1,1220
1091,354,31,3,475
1092,354,14,3,1681
1093,355,10,3,320
1094,355,77,2,1650
1095,356,28,3,584
1096,356,50,2,1156
1097,357,61,3,365
1098,357,11,4,665
1099,358,83,3,1784
1100,358,87,1,1612
1101,359,49,2,885
1102,359,20,4,329
1103,359,26,3,1636
1104,359,30,1,1154
1105,360,85,2,1224
1106,360,35,1,220
1107,360,40,4,673
1108,360,34,3,1536
1109,360,66,2,212
1110,361,2,4,1658
1111,361,10,4,320
1112,361,51,4,761
1113,361,11,2,665
1114,362,63,2,586
1115,363,21,4,1884
1116,363,20,3,329
1117,363,85,3,1224
1118,363,41,2,1281
1119,364,27,1,1004
1120,364,77,1,1650
1121,364,16,2,1595
1122,364,57,1,1707
1123,365,19,3,1886
1124,366,72,2,1562
1125,366,67,2,440
1126,366,17,3,1322
1127,366,23,4,968
1128,367,28,2,584
1129,367,36,2,451
1130,368,38,2,1055
1131,368,98,2,1194
1132,369,39,3,1783
1133,369,10,3,320
1134,369,3,2,1059
1135,369,16,2,1595
1136,370,47,4,388
1137,371,44,4,1698
1138,371,97,1,400
1139,371,57,4,1707
1140,371,58,1,845
1141,372,46,4,1174
1142,372,16,3,1595
1143,373,39,1,1783
1144,373,23,1,968
1145,374,40,2,673
1146,374,31,1,475
1147,374,79,2,974
1148,374,69,1,1568
1149,374,66,4,212
1150,375,53,1,1466
1151,375,34,2,1536
1152,375,50,4,1156
1153,375,56,4,1353
1154,375,67,3,440
1155,376,45,4,898
1156,376,15,4,286
1157,376,81,1,404
1158,376,14,2,1681
1159,376,58,3,845
1160,377,88,3,764
1161,377,49,4,885
1162,377,83,4,1784
1163,377,71,4,1096
1164,378,55,4,1727
1165,378,73,3,290
1166,378,21,1,1884
1167,379,71,4,1096
1168,379,21,4,1884
1169,380,53,3,1466
1170,380,79,2,974
1171,380,97,3,400
1172,381,41,2,1281
1173,381,60,3,1039
1174,381,49,3,885
1175,382,86,1,1220
1176,382,72,1,1562
1177,382,22,2,1531
1178,382,6,4,1294
1179,383,66,1,212
1180,383,32,2,1383
1181,383,47,4,388
1182,383,21,2,1884
1183,384,23,3,968
1184,384,97,4,400
1185,384,6,3,1294
1186,385,41,1,1281
1187,385,21,4,1884
1188,386,44,4,1698
1189,387,49,4,885
1190,387,64,2,799
1191,388,7,2,1923
1192,389,25,1,1714
1193,390,25,4,1714
1194,390,26,4,1636
1195,390,7,1,1923
1196,391,82,1,1303
1197,392,12,2,1437
1198,392,47,2,388
1199,393,65,3,514
1200,393,70,1,763
1201,394,79,2,974
1202,394,44,4,1698
1203,394,48,1,1156
1204,394,2,1,1658
1205,394,55,1,1727
1206,395,26,3,1636
1207,395,10,3,320
1208,395,77,3,1650
1209,395,69,1,1568
1210,396,50,3,1156
1211,396,58,4,845
1212,396,94,2,928
1213,396,49,1,885
1214,397,42,1,709
1215,397,9,2,1837
1216,397,52,4,1789
1217,397,45,3,898
1218,398,61,1,365
1219,398,26,3,1636
1220,398,62,2,1496
1221,399,39,1,1783
1222,400,19,4,1886
1223,400,31,4,475
1224,400,72,4,1562
1225,401,99,1,468
1226,402,73,3,290
1227,403,45,2,898
1228,403,8,3,1243
1229,403,53,4,1466
1230,404,31,1,475
1231,404,86,2,1220
1232,404,27,2,1004
1233,404,66,3,212
1234,405,83,2,1784
1235,405,25,4,1714
1236,405,84,1,1610
1237,406,20,4,329
1238,406,1,1,1325
1239,406,27,2,1004
1240,406,64,1,799
1241,407,5,2,1329
1242,407,58,4,845
1243,407,32,4,1383
1244,407,61,1,365
1245,408,12,4,1437
1246,408,56,4,1353
1247,409,58,1,845
1248,410,50,1,1156
1249,410,83,1,1784
1250,410,56,3,1353
1251,411,76,1,1677
1252,411,98,3,1194
1253,411,31,2,475
1254,412,35,1,220
1255,412,79,4,974
1256,412,91,1,1699
1257,413,80,4,233
1258,413,6,2,1294
1259,413,24,4,542
1260,414,18,3,1070
1261,414,42,3,709
1262,415,39,3,1783
1263,415,100,3,1014
1264,415,14,1,1681
1265,415,80,1,233
1266,416,50,2,1156
1267,416,4,3,1493
1268,416,30,1,1154
1269,416,54,1,1030
1270,417,11,1,665
1271,417,54,2,1030
1272,417,73,2,290
1273,417,28,2,584
1274,418,26,1,1636
1275,418,38,3,1055
1276,418,42,2,709
1277,418,23,2,968
1278,419,95,4,1778
1279,419,98,3,1194
1280,420,35,1,220
1281,420,48,4,1156
1282,420,66,3,212
1283,421,35,4,220
1284,421,54,1,1030
1285,421,13,3,529
1286,421,43,1,1904
1287,421,21,3,1884
1288,422,60,1,1039
1289,422,39,4,1783
